,id,address,coord,district
8199,141251,"город Москва, Тургеневская площадь, дом 2",37.635835 55.765311,"Россия, Москва, Центральный административный округ, Красносельский район"
8229,27631,"город Москва, Малый Казённый переулок, дом 3",37.65267 55.760287,"Россия, Москва, Центральный административный округ, Басманный район"
8239,24324,"город Москва, Бутиковский переулок, дом 7",37.602184 55.737801,"Россия, Москва, Центральный административный округ, район Хамовники, 138-й квартал"
8284,150829,"город Москва, Тихий тупик, дом 2",37.665282 55.738029,"Россия, Москва, Центральный административный округ, Таганский район"
8316,143431,"город Москва, Ботанический переулок, дом 5",37.637668 55.77792,"Россия, Москва, Центральный административный округ, Мещанский район"
8342,152201,"город Москва, 7-й Ростовский переулок, дом 16",37.57492 55.74147,"Россия, Москва, Центральный административный округ, район Хамовники"
8343,153387,"город Москва, Пуговишников переулок, дом 7",37.586374 55.732144,"Россия, Москва, Центральный административный округ, район Хамовники, 455-й квартал"
8360,29149,"город Москва, Стрельбищенский переулок, дом 14",37.540245 55.759745,"Россия, Москва, Центральный административный округ, Пресненский район"
8376,27788,"город Москва, Большой Знаменский переулок, дом 2, строение 26",37.603433 55.745873,"Россия, Москва, Центральный административный округ, район Хамовники, 32-й квартал"
8402,29158,"город Москва, Брошевский переулок, дом 21",37.672594 55.735125,"Россия, Москва, Центральный административный округ, Таганский район"
8445,25017,"город Москва, Известковый переулок, дом 1",37.656146 55.745118,"Россия, Москва, Центральный административный округ, Таганский район"
8449,21410,"город Москва, 2-й Красносельский переулок, дом 18",37.6698 55.784364,"Россия, Москва, Центральный административный округ, Красносельский район"
8725,154684,"город Москва, 7-я Северная линия, дом 13",37.549759 55.938027,"Россия, Москва, Северо-Восточный административный округ, район Северный"
8764,80008,"улица Каманина, домовладение 11, строение 2",30.348621 53.937992,"Беларусь, Могилёв, посёлок имени Чапаева"
8771,144391,"Погодинская улица, дом 4, строение 1",37.571013 55.734973,"Россия, Москва, Центральный административный округ, район Хамовники, 537-й квартал, жилой комплекс Гранд Делюкс"
8773,101149,"Большая Бронная улица, дом 20/1/27, строение 2",37.601708 55.763083,"Россия, Москва, Центральный административный округ, Пресненский район"
8776,26477,"2-я Брестская улица, дом 1, строение 1",37.593201 55.769074,"Россия, Москва, Центральный административный округ, Пресненский район"
8777,150900,"город Москва, Новопресненский переулок, дом 6",37.575316 55.766628,"Россия, Москва, Центральный административный округ, Пресненский район"
8789,158540,"город Москва, улица Сайкина, дом 2",37.665695 55.706639,"Россия, Москва, Южный административный округ, Даниловский район"
8793,29070,"Профсоюзная улица, дом 118Б, корпус 1",37.516647 55.637642,"Россия, Москва, Юго-Западный административный округ, район Коньково, 48-50-й квартал"
8798,151546,"Калашный переулок, дом 8А/5, строение 3",37.601771 55.755282,"Россия, Москва, Центральный административный округ, Пресненский район, 46-й квартал"
8800,158330,"город Москва, Шубинский переулок, дом 2/3",37.579735 55.746578,"Россия, Москва, Центральный административный округ, район Арбат, 570-й квартал"
8804,26762,"улица Земляной Вал, дом 58/23, строение 1А",37.654915 55.747272,"Россия, Москва, Центральный административный округ, Таганский район"
8814,156341,"город Москва, 6-й Лучевой просек, дом 6",37.679655 55.800387,"Россия, Москва, Восточный административный округ, район Сокольники"
8817,156313,"город Москва, 2-й Лучевой просек, дом 2",37.674481 55.795676,"Россия, Москва, Восточный административный округ, район Сокольники"
8818,156346,"город Москва, 3-й Лучевой просек, дом 4А",37.672747 55.79849,"Россия, Москва, Восточный административный округ, район Сокольники"
8826,114367,"улица Обручева, дом 23, строение 1",37.531154 55.658464,"Россия, Москва, Юго-Западный административный округ, Обручевский район"
8830,150170,"Вспольный переулок, дом 19/20, строение 1",37.588269 55.762313,"Россия, Москва, Центральный административный округ, Пресненский район"
8837,143533,"Дербеневская улица, дом 11А, строение 17",37.649993 55.72124,"Россия, Москва, Южный административный округ, Даниловский район"
8842,19800,"Проектируемый проезд N 5231, дом 8, строение 3",37.433867 55.668056,"Россия, Москва, Западный административный округ, район Очаково-Матвеевское"
8874,149897,"поселение Сосенское, деревня Столбово, дом 1",37.472476 55.562413,"Россия, Москва, поселение Сосенское, квартал № 155"
8875,149863,"город Москва, Полевая улица, дом 20",37.851898 55.715449,"Россия, Москва, Восточный административный округ, район Косино-Ухтомский"
8879,153478,"поселение Марушкинское, деревня Давыдково, дом 101",37.195059 55.583311,"Россия, Москва, поселение Марушкинское, квартал № 65"
8881,147848,"поселение Михайлово-Ярцевское, деревня Сенькино-Секерино, дом 154А",37.134755 55.429726,"Россия, Москва, поселение Михайлово-Ярцевское, квартал № 25"
8884,157826,"Митинская улица, дом 28, корпус 5, строение 1",37.371578 55.844329,"Россия, Москва, Северо-Западный административный округ, район Митино, 2-й микрорайон, жилой комплекс Лайф Митинская Экопарк"
8893,148031,"город Московский, улица Хабарова, дом 2",37.351896 55.593868,
8903,25036,"1-я Тверская-Ямская улица, дом 29/66, корпус 1",37.585197 55.776026,"Россия, Москва, Центральный административный округ, Тверской район"
8942,159001,"город Москва, 6-я улица Новые Сады, дом 2",37.347233 55.652502,"Россия, Москва, Западный административный округ, район Ново-Переделкино, жилой комплекс Переделкино"
8957,150886,"город Москва, Причальный проезд, дом 7, строение 1",37.51777 55.759223,"Россия, Москва, Центральный административный округ, Пресненский район"
9010,161067,"город Москва, Мансуровский переулок, дом 10, строение 2",37.593794 55.740309,"Россия, Москва, Центральный административный округ, район Хамовники, 150-й квартал"
9014,161609,"город Москва, переулок Маяковского, дом 3",37.660521 55.739498,"Россия, Москва, Центральный административный округ, Таганский район"
9053,160305,"город Москва, площадь Журавлёва, дом 2, строение 2",37.702283 55.78401,"Россия, Москва, Восточный административный округ, район Соколиная Гора"
9086,160171,"город Москва, Садовая-Сухаревская улица, дом 6, строение 1",37.624031 55.773246,"Россия, Москва, Центральный административный округ, Мещанский район"
9133,161334,"город Москва, 1-я Чоботовская аллея, дом 6-Б",37.35415 55.655793,"Россия, Москва, Западный административный округ, район Ново-Переделкино"
9214,161931,"Краснобогатырская улица, дом 90, строение 1",37.710889 55.79977,"Россия, Москва, Восточный административный округ, район Преображенское, жилой комплекс Наследие"
9215,162646,"город Троицк, 42-й километр Калужского шоссе, дом 8",37.288771 55.454233,
9243,162723,"город Москва, Каскадная улица, домовладение 21, строение 1",37.872802 55.70706,"Россия, Москва, Восточный административный округ, район Косино-Ухтомский, посёлок Ухтомский"
9294,166935,"город Москва, Дмитровский переулок, дом 3, строение 4",37.615336 55.7621,"Россия, Москва, Центральный административный округ, Тверской район"
9335,167318,"город Москва, Прохладная улица, дом 28",37.673187 55.61628,"Россия, Москва, Южный административный округ, район Бирюлёво Восточное"
9366,167179,"город Москва, Михневский проезд, дом 4, корпус 1",37.66795 55.577495,"Россия, Москва, Южный административный округ, район Бирюлёво Восточное"
9410,167786,"город Москва, Пестовский переулок, дом 3, строение 1",37.659218 55.745301,"Россия, Москва, Центральный административный округ, Таганский район"
9428,168147,"город Москва, улица Дубки, дом 6",37.564913 55.819292,"Россия, Москва, Северный административный округ, Тимирязевский район"
9440,168345,"город Москва, Якиманский переулок, дом 6, строение 1",37.609973 55.733493,"Россия, Москва, Центральный административный округ, район Якиманка"
9674,168768,"город Москва, Красногвардейский бульвар, дом 3, строение 1",37.542913 55.758939,"Россия, Москва, Центральный административный округ, Пресненский район"
9686,168979,"город Москва, Большой Николопесковский переулок, дом 5",37.590452 55.750028,"Россия, Москва, Центральный административный округ, район Арбат"
9748,169745,"город Москва, Пяловская улица, дом 7, строение 3",37.540865 55.862631,"Россия, Москва, Северный административный округ, район Западное Дегунино"
9763,169542,"Таганская улица, дом 19, корпус 1",37.663386 55.740107,"Россия, Москва, Центральный административный округ, Таганский район"
9790,169978,"город Москва, улица Полины Осипенко, дом 10, корпус 1",37.535233 55.779757,"Россия, Москва, Северный административный округ, Хорошёвский район"
9815,170232,"город Москва, Большой Кисельный переулок, дом 17/15, строение 1",37.629466 55.764612,"Россия, Москва, Центральный административный округ, Мещанский район"
9843,170371,"город Москва, Зюзинская улица, дом 3",37.577175 55.667325,"Россия, Москва, Юго-Западный административный округ, район Черёмушки"
9915,170767,"город Москва, Малый Толмачёвский переулок, дом 8/11, строение 3",37.619207 55.74114,"Россия, Москва, Центральный административный округ, район Якиманка"
9927,170938,"город Москва, улица Знаменские Садки, дом 1А",37.574327 55.571968,"Россия, Москва, Юго-Западный административный округ, район Северное Бутово, 2-й микрорайон"
9966,171174,"город Москва, 30-й километр Московской Кольцевой Автодороги, владение 6",0 0,
9967,171176,"город Москва, 31-й километр Московской Кольцевой Автодороги, владение 8, строение 1",0 0,
9992,171471,"город Москва, Никитский переулок, дом 7, строение 2",37.610772 55.757749,"Россия, Москва, Центральный административный округ, Тверской район"
9997,171540,"город Москва, 78-й километр Московской Кольцевой Автодороги, дом 14, корпус 1",0 0,
9998,171555,"Коровинское шоссе, дом 46, корпус 1",37.5145 55.889169,"Россия, Москва, Северный административный округ, Дмитровский район"
10009,171644,"город Москва, Фролов переулок, дом 2",37.635611 55.765063,"Россия, Москва, Центральный административный округ, Красносельский район"
10054,172152,"город Москва, 5-й Монетчиковский переулок, дом 7",37.632089 55.732033,"Россия, Москва, Центральный административный округ, район Замоскворечье"
10142,172679,"город Москва, Ялтинская улица, дом 2",37.610619 55.651364,"Россия, Москва, Южный административный округ, Нагорный район"
10170,23812,"город Москва, 34-й километр Московской Кольцевой Автодороги, владение 6",0 0,
10200,171031,"Тушинская улица, дом 16, строение 2",37.443632 55.82753,"Россия, Москва, Северо-Западный административный округ, район Покровское-Стрешнево"
10226,185632,"город Москва, Боровая улица, дом 10, корпус 2",37.714033 55.770877,"Россия, Москва, Юго-Восточный административный округ, район Лефортово, 2-й микрорайон"
10241,188085,"город Москва, Бродников переулок, дом 10, корпус 2",37.616189 55.737015,"Россия, Москва, Центральный административный округ, район Якиманка"
10259,179098,"город Москва, 4-я Гражданская улица, дом 43, корпус 2",37.720762 55.807208,"Россия, Москва, Восточный административный округ, район Богородское"
10290,179285,"город Москва, Жигулёвская улица, дом 5, корпус 3",37.764968 55.71093,"Россия, Москва, Юго-Восточный административный округ, район Кузьминки"
10306,183836,"город Москва, улица Анатолия Живова, дом 10",37.55187 55.760125,"Россия, Москва, Центральный административный округ, Пресненский район, комплекс жилых домов Нижняя Пресня"
10321,189611,"город Москва, улица Академика Комарова, дом 5А",37.594908 55.829092,"Россия, Москва, Северо-Восточный административный округ, район Марфино"
10370,184359,"город Москва, улица Медиков, дом 16",37.677499 55.63318,"Россия, Москва, Южный административный округ, район Царицыно"
10389,179443,"город Москва, Молодёжная улица, дом 4",37.547836 55.693789,"Россия, Москва, Юго-Западный административный округ, Гагаринский район"
10425,190027,"город Москва, улица Можайский Вал, дом 6",37.557125 55.745098,"Россия, Москва, Западный административный округ, район Дорогомилово"
10467,174488,"город Москва, Сумская улица, дом 2/12",37.608005 55.623824,"Россия, Москва, Южный административный округ, район Чертаново Северное"
10481,174448,"город Москва, Архангельский переулок, дом 7, строение 1",37.637722 55.761259,"Россия, Москва, Центральный административный округ, Басманный район"
10568,184803,"город Москва, улица Пржевальского, дом 2",37.451788 55.681823,"Россия, Москва, Западный административный округ, район Очаково-Матвеевское"
10570,189486,"город Москва, улица Раевского, дом 3",37.553199 55.74487,"Россия, Москва, Западный административный округ, район Дорогомилово"
10599,183874,"город Москва, улица Недорубова, дом 5",37.930042 55.700116,"Россия, Москва, Юго-Восточный административный округ, район Некрасовка, микрорайон Люберецкие Поля, 5-й квартал"
10634,185464,"город Москва, Большой Симоновский переулок, дом 2",37.672729 55.728211,"Россия, Москва, Центральный административный округ, Таганский район, жилой комплекс На Симоновском"
10682,179279,"город Москва, Спартаковский переулок, дом 2, строение 1",37.672379 55.778487,"Россия, Москва, Центральный административный округ, Красносельский район"
10706,183355,"город Москва, Малый Златоустинский переулок, дом 3, строение 3",37.633751 55.758407,"Россия, Москва, Центральный административный округ, Басманный район"
10712,187726,"Ленинградский проспект, дом 37, корпус 4",37.545087 55.793627,"Россия, Москва, Северный административный округ, Хорошёвский район"
10788,175527,"город Москва, 2-й Балтийский переулок, дом 3",37.523339 55.808361,"Россия, Москва, Северный административный округ, район Аэропорт"
10803,189840,"город Москва, Малый Конюшковский переулок, дом 2",37.580193 55.75824,"Россия, Москва, Центральный административный округ, Пресненский район"
10826,28845,"город Москва, 8-я улица Соколиной Горы, дом 5А",37.733257 55.768532,"Россия, Москва, Восточный административный округ, район Соколиная Гора"
10852,187668,"Ленинградский проспект, дом 39, строение 2",37.539868 55.790555,"Россия, Москва, Северный административный округ, Хорошёвский район"
10857,177672,"город Москва, Козицкий переулок, дом 1А, строение 2",37.60814 55.764784,"Россия, Москва, Центральный административный округ, Тверской район"
10959,173155,"Садовая-Сухаревская улица, дом 2/34, строение 2",37.621947 55.773317,"Россия, Москва, Центральный административный округ, Мещанский район"
10978,188968,"город Москва, улица Шумилова, дом 9",37.775811 55.708298,"Россия, Москва, Юго-Восточный административный округ, район Кузьминки"
11043,176042,"город Москва, Газгольдерная улица, дом 6",37.733635 55.728236,"Россия, Москва, Юго-Восточный административный округ, Нижегородский район"
11067,21116,"город Москва, 8-й проезд Марьиной Рощи, дом 30, строение 1",37.60452 55.802189,"Россия, Москва, Северо-Восточный административный округ, район Марьина Роща"
11111,174933,"город Москва, проезд Нансена, владение 3Б",37.653235 55.849413,"Россия, Москва, Северо-Восточный административный округ, район Свиблово"
11123,183018,"город Москва, Нововладыкинский проезд, дом 8, строение 5",37.57492 55.851429,"Россия, Москва, Северо-Восточный административный округ, район Отрадное"
11128,28737,"город Москва, улица Советской Армии, дом 9",37.615991 55.788905,"Россия, Москва, Северо-Восточный административный округ, район Марьина Роща"
11131,28743,"город Москва, 5-й проезд Марьиной Рощи, дом 15А, строение 1",37.620528 55.797761,"Россия, Москва, Северо-Восточный административный округ, район Марьина Роща"
11230,28300,"город Москва, 2-я улица Энтузиастов, дом 5",37.729017 55.750185,"Россия, Москва, Восточный административный округ, район Перово"
11615,175550,"улица Сергея Макеева, дом 9, строение 2",37.550567 55.761644,"Россия, Москва, Центральный административный округ, Пресненский район, жилой комплекс Редсайд"
11671,182680,"город Москва, Садовнический проезд, дом 6",37.629206 55.741571,"Россия, Москва, Центральный административный округ, район Замоскворечье"
11679,174168,"город Москва, Малая Андроньевская улица, дом 20/8, строение 1-1А",37.672594 55.7422,"Россия, Москва, Центральный административный округ, Таганский район"
11890,187742,"город Москва, улица Авиаконструктора Микояна, дом 12",37.527588 55.792589,"Россия, Москва, Северный административный округ, Хорошёвский район"
11915,182311,"город Москва, Северодвинская улица, дом 20",37.675154 55.893647,"Россия, Москва, Северо-Восточный административный округ, район Северное Медведково"
11943,172930,"город Москва, 4-й Кожевнический переулок, дом 4",37.649085 55.725143,"Россия, Москва, Южный административный округ, Даниловский район"
12016,183526,"город Москва, Малая Тульская улица, дом 57",37.617321 55.701638,"Россия, Москва, Южный административный округ, Донской район"
12154,192763,"город Москва, Мерзляковский переулок, дом 15",37.59648 55.756721,"Россия, Москва, Центральный административный округ, Пресненский район, 209-й квартал"
12159,190918,"город Москва, Электрический переулок, дом 8, строение 2",37.57687 55.771712,"Россия, Москва, Центральный административный округ, Пресненский район"
12182,192097,"город Москва, улица Старые Кузьминки, дом 10",37.786896 55.690588,"Россия, Москва, Юго-Восточный административный округ, район Кузьминки"
12210,26414,"город Москва, Гранатный переулок, дом 7, строение 1",37.590506 55.75937,"Россия, Москва, Центральный административный округ, Пресненский район"
12275,194986,"город Москва, улица Атарбекова, дом 4А",37.707934 55.796547,"Россия, Москва, Восточный административный округ, район Преображенское"
12299,201930,"город Москва, проезд Донелайтиса, дом 30",37.420482 55.846108,"Россия, Москва, Северо-Западный административный округ, район Южное Тушино"
12345,198917,"город Москва, улица Маршала Мерецкова, дом 4",37.490299 55.793748,"Россия, Москва, Северо-Западный административный округ, район Щукино"
12363,197775,"город Москва, 2-я Прядильная улица, дом 4",37.776916 55.79516,"Россия, Москва, Восточный административный округ, район Измайлово"
12465,201978,"город Москва, Челюскинская улица, дом 13",37.706766 55.883807,"Россия, Москва, Северо-Восточный административный округ, Лосиноостровский район"
12476,200619,"город Москва, улица Захарьинские Дворики, дом 1, корпус 1",37.576412 55.503767,"Россия, Москва, Юго-Западный административный округ, район Южное Бутово, 1-й микрорайон Щербинки"
12490,201200,"город Москва, Базовая улица, дом 2, корпус 1",37.261857 55.61448,"Россия, Москва, Западный административный округ, район Внуково, микрорайон Северо-Западный"
12492,203587,"город Москва, Симферопольский проезд, дом 18",37.613952 55.665162,"Россия, Москва, Южный административный округ, Нагорный район"
12538,193116,"город Москва, Скатертный переулок, дом 13",37.594647 55.755753,"Россия, Москва, Центральный административный округ, Пресненский район, 207-й квартал"
12600,27567,"город Москва, 3-й Лихачёвский переулок, дом 2А",37.516844 55.846851,"Россия, Москва, Северный административный округ, Головинский район"
12700,194758,"город Москва, улица Кухмистерова, дом 20, корпус 2",37.730041 55.683067,"Россия, Москва, Юго-Восточный административный округ, район Печатники"
12704,202752,"Николоямская улица, дом 38/14/23, строение 3",37.658491 55.747069,"Россия, Москва, Центральный административный округ, Таганский район"
12730,198119,"город Москва, Народный проспект, дом 17, строение 24",37.754269 55.774603,"Россия, Москва, Восточный административный округ, район Измайлово"
12813,194975,"город Москва, 1-й Лучевой просек, дом 1",37.66927 55.795423,"Россия, Москва, Восточный административный округ, район Сокольники"
12845,200126,"город Москва, проспект 40 лет Октября, дом 7, строение 2",37.746409 55.68158,"Россия, Москва, Юго-Восточный административный округ, район Люблино"
12907,195686,"город Москва, улица Айвазовского, владение 7, строение 1",37.54003 55.613656,"Россия, Москва, Юго-Западный административный округ, район Ясенево"
12918,195570,"город Москва, Тарусская улица, дом 10",37.533786 55.60938,"Россия, Москва, Юго-Западный административный округ, район Ясенево"
12962,201719,"город Москва, Производственная улица, дом 1, корпус 1, строение 1",37.381028 55.649647,"Россия, Москва, Западный административный округ, район Солнцево, 4-й микрорайон"
12982,200506,"город Москва, улица Максимова, дом 18",37.464985 55.796688,"Россия, Москва, Северо-Западный административный округ, район Щукино"
12988,201607,"город Москва, Парусный проезд, дом 5, строение 1",37.449884 55.846937,"Россия, Москва, Северо-Западный административный округ, район Южное Тушино"
13012,199505,"город Москва, Мишина улица, дом 35",37.561931 55.796638,"Россия, Москва, Северный административный округ, Савёловский район"
13037,193142,"город Москва, Ижорский проезд, дом 17",37.522108 55.890765,"Россия, Москва, Северный административный округ, Дмитровский район"
13108,200373,"город Москва, Канатчиковский проезд, владение 5",37.592482 55.702368,"Россия, Москва, Южный административный округ, Донской район"
13112,197252,"город Москва, 1-й Кожевнический переулок, дом 6, строение 1",37.645959 55.726639,"Россия, Москва, Южный административный округ, Даниловский район"
13273,203786,"город Москва, Машкинское шоссе, дом 7",37.386867 55.910483,"Россия, Москва, Северо-Западный административный округ, район Куркино"
13297,201340,"город Москва, Тестовская улица, дом 1",37.533068 55.747931,"Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
13377,200852,"город Москва, Малый Путинковский переулок, дом 1/2, строение 1",37.608185 55.766283,"Россия, Москва, Центральный административный округ, Тверской район"
13546,220355,"город Москва, 2-я Квесисская улица, дом 23",37.574893 55.794629,"Россия, Москва, Северный административный округ, Савёловский район"
13576,214899,"город Москва, 2-я улица Марьиной Рощи, дом 22",37.620186 55.799674,"Россия, Москва, Северо-Восточный административный округ, район Марьина Роща"
13594,207407,"город Москва, 2-й Новоподмосковный переулок, дом 8",37.509478 55.819049,"Россия, Москва, Северный административный округ, Войковский район"
13618,209546,"город Москва, Посланников переулок, дом 9, строение 5",37.683194 55.770831,"Россия, Москва, Центральный административный округ, Басманный район"
13627,206740,"город Москва, Рижский проезд, дом 7",37.660611 55.814143,"Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
13664,223192,"город Москва, 2-я Филёвская улица, дом 13",37.490057 55.73923,"Россия, Москва, Западный административный округ, район Филёвский Парк"
13747,213415,"город Москва, улица Льва Яшина, дом 5, корпус 1",37.923044 55.698224,"Россия, Москва, Юго-Восточный административный округ, район Некрасовка, микрорайон Люберецкие Поля, 7-й квартал"
13775,149462,"город Москва, Композиторская улица, дом 17",37.586302 55.751224,"Россия, Москва, Центральный административный округ, район Арбат"
13847,215587,"город Москва, 3-я Северная линия, дом 3",37.553136 55.942575,"Россия, Москва, Северо-Восточный административный округ, район Северный"
13852,223395,"город Москва, Яхромская улица, дом 3",37.538916 55.883449,"Россия, Москва, Северный административный округ, Дмитровский район, 18-й микрорайон"
13861,213352,"город Москва, Миусская площадь, дом 9, строение 8",37.596588 55.778978,"Россия, Москва, Центральный административный округ, Тверской район"
13866,211492,"город Москва, 1-й Спасоналивковский переулок, дом 8, строение 2",37.616701 55.7333,"Россия, Москва, Центральный административный округ, район Якиманка"
13902,210161,"город Москва, 4-й Вятский переулок, дом 10",37.576241 55.801541,"Россия, Москва, Северный административный округ, Савёловский район"
13903,214005,"город Москва, Софийская набережная, дом 30, строение 1",37.621354 55.747961,"Россия, Москва, Центральный административный округ, район Якиманка"
13918,205867,"город Москва, Винницкая улица, дом 1",37.49683 55.698041,"Россия, Москва, Западный административный округ, район Раменки"
13939,222361,"город Москва, проезд Якушкина, дом 7",37.611131 55.861029,"Россия, Москва, Северо-Восточный административный округ, район Отрадное"
13955,214778,"город Москва, Сеченовский переулок, дом 7А",37.594692 55.740694,"Россия, Москва, Центральный административный округ, район Хамовники, 150-й квартал"
14060,207516,"город Москва, Староникольская улица, дом 14А",37.544746 55.509844,"Россия, Москва, Юго-Западный административный округ, район Южное Бутово, деревня Староникольское"
14114,213535,"город Москва, 1-й Силикатный проезд, дом 13",37.510439 55.767863,"Россия, Москва, Северо-Западный административный округ, район Хорошёво-Мнёвники"
14227,208805,"город Москва, 3-й Угрешский проезд, дом 8, строение 2",37.699822 55.712315,"Россия, Москва, Юго-Восточный административный округ, район Печатники"
14440,211368,"город Москва, улица Линии Октябрьской Железной Дороги, дом 2, строение 2",37.572082 55.838819,"Россия, Москва, Северный административный округ, Тимирязевский район"
14462,216767,"город Москва, 80-й километр Московской Кольцевой Автодороги, дом 4, строение 1",0 0,
14704,214324,"город Москва, 2-й Кадашёвский переулок, дом 16, строение 1",37.621902 55.743745,"Россия, Москва, Центральный административный округ, район Якиманка"
15015,208239,"поселение ""Мосрентген"", деревня Дудкино, владение 1",37.454259 55.630949,"Россия, Москва, поселение Мосрентген, квартал № 12"
